,Incident ID,Incident Date,State,City Or County,Address,Business/Location Name,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested,Operations,lat,lon
0,2713018,2023-09-22,North Carolina,Rocky Mount,991 S Winstead Ave,Winstead Avenue Elementary,0,0,0,0,0,,35.9423833,-77.7956949
1,2712953,2023-09-22,Tennessee,Nashville,3150 McGavock Pike,McGavock High School,0,0,0,0,1,,36.1622767,-86.7742984
2,2712398,2023-09-21,Alabama,Anniston,4401 Saks Rd,Saks High School,0,0,0,0,1,,33.6624824,-85.8283224
3,2712502,2023-09-21,Florida,Milton,5445 King Arthurs Way,Avalon Middle School,0,0,0,0,2,,30.6324149,-87.0396881
4,2711513,2023-09-20,Maryland,Hyattsville (Landover),6501 Columbia Park Rd,Fairmont Heights High School,0,0,0,0,1,,,
5,2712509,2023-09-20,Alabama,Tuscaloosa,300 Patriot Pw,Hillcrest High School,0,0,0,0,1,,33.2095614,-87.5675258
6,2712553,2023-09-19,Pennsylvania,Du Bois (Dubois),425 Orient Ave,DuBois Area Senior High School,0,0,0,0,1,,41.1153371,-78.7746056
7,2710743,2023-09-18,Mississippi,Jackson,2400 Robinson St,Provine High School,0,0,0,0,1,,32.2998686,-90.1830408
8,2709682,2023-09-18,Illinois,Belleville,4063 Frank Scott Pkwy W,Belleville West High School,0,0,0,0,1,,38.5135805,-89.9841627
9,2709386,2023-09-18,Maryland,Columbia,9410 Kilimanjaro Rd,Oakland Mills High School,0,0,0,0,1,,39.2156213,-76.8582049
10,2709689,2023-09-18,Texas,San Antonio,4427 Chandler Rd,Jubilee Academy,0,0,0,0,1,,29.4246002,-98.4951405
11,2710080,2023-09-18,Georgia,Elberton,1108 Athens Tech Dr,Elbert County Middle School,0,0,0,0,1,,34.1112226,-82.8670839
12,2711746,2023-09-18,Massachusetts,Worcester,22 Waverly St,Worcester Alternative School,0,0,0,0,1,,42.2625621,-71.8018877
13,2709933,2023-09-17,Kentucky,Frankfort,400 E Main St,Kentucky State University,0,0,0,0,1,,38.2009055,-84.8732836
14,2708850,2023-09-16,Indiana,Muncie,1401 W Neely Ave,Ball State University,0,0,0,0,0,,40.1936892,-85.3865271
15,2708435,2023-09-15,North Carolina,Elkin,135 Old Virginia Rd,Elkin Elementary School,0,0,0,0,0,,36.264818500000004,-80.84776715501519
16,2707831,2023-09-15,California,Banning,100 W Westward Ave,Banning High School,0,0,0,0,1,,33.9255685,-116.875289
17,2707880,2023-09-15,Illinois,Country Club Hills,17401 Pulaski Rd,Hillcrest High School,1,0,0,0,0,,41.5680898,-87.7203257
18,2708531,2023-09-15,Kansas,Kansas City,2501 Minnesota Ave,Wyandotte High School,0,0,0,0,0,,39.1134562,-94.626497
19,2707733,2023-09-15,California,Hollister,1220 Monterey St,Hollister High School,0,0,0,0,1,,36.8524545,-121.4016021
20,2707657,2023-09-15,Ohio,Dayton,3640 Colonel Glenn Hwy,Wright State University,0,0,0,0,1,,39.7589478,-84.1916069
21,2709556,2023-09-14,Minnesota,Minneapolis (Edina),6754 Valley View Rd,Edina High School,0,0,0,0,1,,44.88300545,-93.32131503185957
22,2707420,2023-09-14,North Carolina,Jacksonville,365 Commons Dr S,Northside High School,0,0,0,0,1,,34.7494749,-77.4208221
23,2707356,2023-09-14,Alabama,Cherokee,1305 N Pike,Cherokee Elementary School,0,0,0,0,0,,34.1142554,-85.6004514
24,2706716,2023-09-14,Maine,Westbrook,125 Stroudwater St,Westbrook High School,0,0,0,0,1,,43.6763036,-70.3663874
25,2707949,2023-09-14,Idaho,Jerome,104 S Tiger Dr,Jerome High School,0,0,0,0,1,,42.702266,-114.286704
26,2706964,2023-09-14,Kentucky,Louisville,3526 W Muhammad Ali Blvd,Whitney Young Elementary School,0,0,0,0,0,,38.2542376,-85.759407
27,2705757,2023-09-13,Mississippi,Gulfport,100 Perry St,Gulfport High School,0,0,0,0,2,,30.3674198,-89.0928155
28,2706183,2023-09-13,Alabama,Prattville,1315 Upper Kingston Rd,Prattville High School,0,0,0,0,1,,32.4640245,-86.4596966
29,2706165,2023-09-13,Massachusetts,Lowell,67 Middle St,Lowell Middlesex Academy Charter School,0,0,0,0,1,,42.6414437,-71.3085329
30,2706401,2023-09-13,Pennsylvania,Lancaster,1051 Lehigh Ave,McCaskey East High School,0,0,0,0,1,,40.08067,-76.2411283
31,2705962,2023-09-13,North Carolina,Chapel Hill,209 South Rd,University of North Carolina at Chapel Hill,0,0,0,0,1,,35.9131542,-79.05578
32,2707412,2023-09-13,Delaware,Newark,2575 Glasgow Ave,Paul M. Hodgson Vocational Technical High School,0,0,0,0,1,,39.6828358,-75.7515682
33,2706588,2023-09-13,Florida,Deland,1400 Aquarius Ave,DeLand Middle School,0,0,0,1,0,,29.0283213,-81.3031098
34,2705269,2023-09-12,Florida,Bradenton,1200 37th Ave E,Southeast High School,0,0,0,0,1,,27.4989278,-82.5748194
35,2704999,2023-09-12,Louisiana,Greensburg,14340 Highway 37,St. Helena College and Career Academy,1,2,0,0,1,,30.829635,-90.6677355
36,2705024,2023-09-12,North Carolina,Raleigh,8301 Old Lead Mine Rd,Lead Mine Elementary Schoo,0,0,0,0,0,,35.7803977,-78.6390989
37,2704467,2023-09-11,Arkansas,North Little Rock,801 W 29th St,Premier High School,0,0,0,0,0,,34.769536,-92.2670941
38,2706068,2023-09-11,Texas,Edcouch,601 N Yellow Jacket Dr,Edcouch-Elsa High School,0,0,0,0,1,,26.2939604,-97.9605575
39,2704321,2023-09-11,Texas,Odessa,601 E 38th St,Wilson and Young Middle School,0,0,0,0,1,,31.8457149,-102.367687
40,2708098,2023-09-11,Indiana,Michigan City,8466 W Pahs Rd,Michigan City High School,0,0,0,0,1,,41.7075394,-86.8950297
41,2705559,2023-09-11,Ohio,Toledo,222 McTigue Dr,Rogers High School,0,0,0,0,1,,41.6529143,-83.5378173
42,2704721,2023-09-11,California,Merced,2768 Ranchero Ln,Joe Stefani Elementary School,0,0,0,0,0,,37.1641544,-120.7678602
43,2710001,2023-09-10,Montana,Missoula,32 Campus Dr,University of Montana,0,0,0,0,0,,46.8701049,-113.995267
44,2703083,2023-09-09,Arkansas,Little Rock,3200 Coleman Place,"University Village Apartments, UALR Dorm",1,0,0,0,0,,34.7465071,-92.2896267
45,2702961,2023-09-09,New York,Utica,1203 Hilton Ave,Thomas R. Proctor High School,0,1,0,0,1,,43.1009031,-75.2326641
46,2704401,2023-09-08,New Mexico,Roswell,500 W Hobbs St,Roswell High School,0,0,0,0,1,,33.3943282,-104.5229518
47,2702932,2023-09-08,Ohio,Dayton,4401 Free Pike,Belle Haven Elementary School,0,0,0,0,0,,39.7589478,-84.1916069
48,2702230,2023-09-08,California,Fortuna,2292 Newburg Rd,Eel River Community School,0,0,0,0,1,,40.597407,-124.156034
49,2703804,2023-09-08,Virginia,Manassas,13833 Dumfries Rd,Charles J. Colgan Sr. High School,0,0,0,0,0,,38.7509488,-77.4752667
50,2701976,2023-09-08,Washington,Everett,7701 Hardeson Rd,Westridge Mobile Home Park,1,0,0,0,2,,47.9793437,-122.2127011
51,2702298,2023-09-08,North Carolina,Lumberton,3901 Fayetteville Rd,Lumberton High School,0,0,0,0,5,,34.6183433,-79.0083993
52,2702642,2023-09-08,South Carolina,Summerville,1101 Boone Hill Rd,Summerville High School,0,0,0,0,1,,33.0186699,-80.1762704
53,2705525,2023-09-08,New Mexico,Albuquerque,10800 Dennis Chavez Blvd SW,Atrisco Heritage Academy High School,0,0,0,0,2,,35.0841034,-106.650985
54,2703239,2023-09-08,Alabama,Mobile,3900 Pleasant Valley Rd,Davidson High School,0,0,0,0,1,,30.6913462,-88.0437509
55,2701491,2023-09-07,Arizona,Phoenix,3415 N 59th Ave,Maryvale High School,0,0,0,0,1,,33.4484367,-112.074141
56,2700482,2023-09-06,Ohio,Columbus,230 W 10th Ave,The Residence on Tenth,0,0,0,0,1,,39.9622601,-83.0007065
57,2700754,2023-09-06,Texas,Whitehouse,901 E Main St,Whitehouse High School,0,0,0,0,0,,32.2268666,-95.2259279
58,2700399,2023-09-06,Washington,Olympia,2707 Conger Ave NW,Capital High School,0,0,0,0,1,,47.0451022,-122.8950075
59,2701287,2023-09-06,Texas,Richmond,6707 FM 1464,George Bush High School,0,0,0,0,2,,29.5821811,-95.7607832
60,2702065,2023-09-06,North Carolina,High Point,7847 Clinard Farms Rd,Phoenix Academy,0,0,0,0,1,,35.9556924,-80.0053176
61,2700987,2023-09-06,Virginia,Hampton,1646 Briarfield Rd,Adult and Alternative Learning Center,0,0,0,0,1,,37.0300969,-76.3452057
62,2700841,2023-09-06,Maryland,Baltimore,801 Bridgeview Rd,Cherry Hill Elementary/Middle School,0,0,0,0,1,,39.2908816,-76.610759
63,2700608,2023-09-05,South Carolina,Dillon,926 State Rd S-17-338,Gordon Elementary School,0,0,0,0,0,,34.4014089,-79.3864339
64,2700552,2023-09-05,Florida,Jacksonville,4815 Wesconnett Blvd,Westside Middle School,0,0,0,0,1,,30.3321838,-81.655651
65,2699373,2023-09-05,California,Bakersfield,300 Galaxy Ave,North High School,0,0,0,0,1,,35.3738712,-119.0194639
66,2700063,2023-09-05,Oklahoma,Sand Springs,104 W 4th St,Page Academy,0,0,0,0,0,,36.1394339,-96.1100025
67,2699496,2023-09-05,California,Oakland,12250 Skyline Blvd,Skyline High School,0,0,0,0,3,,37.8044557,-122.271356
68,2699904,2023-09-05,Arizona,Phoenix,3000 N 19th Ave,Linda Abril Educational Academy,0,0,0,0,1,,33.4484367,-112.074141
69,2698334,2023-09-02,Tennessee,Nashville,2400 Blakemore Ave,Blair School of Music,0,0,0,0,0,,36.1622767,-86.7742984
70,2700684,2023-09-01,Tennessee,Maryville,3741 E Lamar Alexander Pkwy,Heritage High School,0,0,0,0,1,,35.7564719,-83.9704593
71,2696482,2023-09-01,South Carolina,Lexington,180 Midway Road,Midway Elementary School,0,0,0,0,1,,33.8986841,-81.275054
72,2696563,2023-09-01,Indiana,Avon,7203 US-36,Avon Academy,0,0,0,0,1,,39.7628227,-86.3997168
73,2696512,2023-09-01,Florida,Tampa,5000 N Central Ave,Hillsborough High School,0,0,0,0,1,,27.9477595,-82.458444
74,2697408,2023-09-01,Florida,Riverview,8538 Eagle Palm Dr,Spoto High School,0,0,0,0,1,,27.871197,-82.3269883
75,2696970,2023-09-01,Louisiana,Port Allen,3553 Rosedale Rd,Port Allen High School / Guy Otwell Stadium,1,1,0,0,1,,30.45335,-91.2100569
76,2700889,2023-09-01,Tennessee,Louisville,6000 Brownsboro Rd,Ballard High School,0,0,0,0,1,,35.8217479,-84.0479643
77,2696730,2023-08-31,Texas,North Richland Hills,9200 Mid Cities Blvd,Birdville Fine Arts Athletics Complex,0,0,0,0,1,,32.8342952,-97.2289029
78,2695713,2023-08-31,Georgia,Sharpsburg,400 Sharpsburg McCollum Rd,East Coweta High School,0,0,0,0,1,,33.3392842,-84.6485417
79,2697273,2023-08-31,California,Santa Monica,1900 Pico Blvd,Santa Monica College,0,0,0,0,1,,34.0194704,-118.491227
80,2696053,2023-08-30,Texas,Temple,415 N 31st St,Temple High School,0,0,0,0,1,,31.098207,-97.3427847
81,2695792,2023-08-30,Nevada,Las Vegas,3800 E Harris Ave,Desert Pines High School,0,0,0,0,1,,36.1672559,-115.148516
82,2694555,2023-08-30,Alabama,Harvest,2680 Jeff Rd NW,Sparkman 9th Grade School,0,0,0,0,1,,34.8556441,-86.7508323
83,2695190,2023-08-30,Arkansas,Fort Smith,2301 N B St,Northside High School,0,0,0,0,1,,35.3880338,-94.4265011
84,2694792,2023-08-29,Georgia,Atlanta,211 Memorial Dr SE,Wesley International Academy,0,0,0,0,0,,33.7489924,-84.3902644
85,2694853,2023-08-29,Alaska,Anchorage,4025 E Northern Lights Blvd,Bettye Davis East Anchorage High School,0,0,0,0,0,,61.2163129,-149.894852
86,2692873,2023-08-28,North Carolina,Chapel Hill,131 South Rd,UNC / Caudill Labs,1,0,0,0,1,,35.9131542,-79.05578
87,2692924,2023-08-28,North Carolina,Greensboro,409 Friendway Rd,Western Guilford High School,0,0,0,0,1,,36.0726355,-79.7919754
88,2693383,2023-08-28,Arizona,Phoenix,2620 E Liberty Ln,Kyrene de la Estrella Elementary School,0,0,0,0,0,,33.4484367,-112.074141
89,2693380,2023-08-28,Louisiana,Slidell,300 Spartan Dr,Salmen High School,0,0,0,0,1,,30.2751945,-89.7811745
90,2691403,2023-08-25,Alabama,Flomaton,21200 US-31,Flomaton High School,0,0,0,0,1,,31.000182,-87.2608071
91,2690672,2023-08-25,Maryland,Hyattsville (Adelphi),8820 Riggs Rd,Sonia Sotomayor Middle School,0,0,0,0,0,,38.9698084,-76.9492978
92,2691405,2023-08-25,Florida,Lake City,469 SW Fighting Tiger Dr,Columbia High School,0,0,0,0,2,,30.1894252,-82.6394803
93,2690422,2023-08-25,Illinois,Cicero,5425 W 31st St,Columbus West Elementary School,0,0,0,0,1,,41.8455398,-87.7540199
94,2690901,2023-08-25,Oklahoma,Choctaw,14300 NE 10th St,Bill Jensen Field / Choctaw High School,1,2,0,0,1,,34.0246234,-95.52055
95,2691101,2023-08-25,North Carolina,Greensboro,1403 John W Mitchell Dr,NC A and T Student Center,0,1,0,0,0,,36.0726355,-79.7919754
96,2691013,2023-08-25,California,Los Angeles,300 E 53rd St,Dr Maya Angelou Community High School,0,1,0,0,0,,34.0536909,-118.242766
97,2691037,2023-08-25,Alabama,Bessemer (Hueytown),4881 15th St Rd,Hueytown High School,0,0,0,0,1,,33.4242761,-86.9783266
98,2691167,2023-08-25,Arizona,Goodyear,14802 W Wigwam Blvd,Millennium High School,0,0,0,0,1,,33.4073522,-112.3934809
99,2691086,2023-08-25,Pennsylvania,Abington,900 Highland Ave,Abington High School,0,0,0,0,1,,40.1142201,-75.13022997685664
100,2691667,2023-08-25,Oklahoma,Tulsa,1514 E Zion St,Booker T Washington High School,0,0,0,0,0,,36.1563122,-95.9927516
101,2693394,2023-08-25,Ohio,Toledo,701 E Central Ave,Woodward High School,0,0,0,0,2,,41.6529143,-83.5378173
102,2691060,2023-08-25,South Carolina,Georgetown,2500 Anthuan Maybank Dr,Georgetown High School,0,0,0,0,1,,33.4392245,-79.3343041
103,2691614,2023-08-25,Georgia,Columbus,400 4th St,A J Mc Clung Memorial Stadium,0,0,0,0,3,,32.4610708,-84.9880449
104,2690363,2023-08-24,Indiana,Evansville,635 Lincoln Ave,Lincoln Elementary School,0,0,0,0,1,,37.970495,-87.5715641
105,2690682,2023-08-24,Arizona,Mesa,10045 E Madero Ave,Desert Ridge High School,0,0,0,0,1,,33.4151005,-111.831455
106,2691265,2023-08-24,Louisiana,Ville Platte,210 W Cotton St,Ville Platte High School,0,0,0,0,0,,30.6901838,-92.2774771
107,2689644,2023-08-24,Georgia,Marietta,1171 Whitlock Ave NW,Marietta High School,0,0,0,0,1,,33.9528472,-84.5496148
108,2688643,2023-08-23,Tennessee,Clarksville,251 E Pine Mountain Rd,Kenwood High School,0,0,0,0,1,,36.5277607,-87.3588703
109,2689510,2023-08-23,Texas,Lubbock,3211 47th St,Monterey High School,0,0,0,0,0,,33.5855677,-101.8470215
110,2688223,2023-08-22,Texas,Seguin,215 Short Ave,Jefferson Elementary School,0,0,0,0,0,,29.5688411,-97.9647269
111,2687858,2023-08-22,Tennessee,Crossville,1219 Cook Rd,Stone Elementary School,0,0,0,0,2,,35.949684,-85.0274835
112,2688269,2023-08-22,North Carolina,Winston Salem (Winston-salem),1600 Brewer Rd,Parkland High School,0,0,0,0,1,,36.08983775,-80.26771223216093
113,2688410,2023-08-22,Alabama,Huntsville,4900 Meridian St,Ernest L. Knight Complex,0,0,0,2,2,,34.729847,-86.5859011
114,2693023,2023-08-22,Idaho,Castleford,500 Main St,Castleford High School,0,0,0,0,1,,42.5204817,-114.871861
115,2688931,2023-08-22,Indiana,Indianapolis,2255 Ralston Ave,KIPP Indy Legacy High School,0,0,0,0,1,,39.7683331,-86.1583502
116,2688208,2023-08-22,Ohio,Hamden,38234 OH-93,South Elementary,0,0,0,0,1,,39.1597938,-82.5268259
117,2689995,2023-08-21,Illinois,Palatine,1111 N Rohlwing Rd,Palatine High School,0,0,0,0,1,,42.1105779,-88.0336888
118,2687211,2023-08-21,Florida,Bradenton,1200 37th Ave E,Southeast High School,0,0,0,0,1,,27.4989278,-82.5748194
119,2688011,2023-08-21,Florida,Coconut Creek,1400 NW 44th Ave,Coconut Creek High School,0,0,0,0,1,,26.271462800000002,-80.18181396580121
120,2686804,2023-08-21,Louisiana,Rayville,193 LA-3048,Rayville High School,0,0,0,0,0,,32.4746949,-91.7568292
121,2686718,2023-08-21,South Carolina,Goose Creek,98 Westview Blvd,Westview Primary School,0,0,0,0,2,,32.9961038,-80.0387292
122,2687564,2023-08-21,Arkansas,Fayetteville,994 MLK Jr Blvd,Fayetteville High School,0,0,0,0,0,,36.0625843,-94.1574328
123,2691160,2023-08-19,South Carolina,Orangeburg,300 College Ave,South Carolina State University,0,0,0,0,1,,33.4918203,-80.8556476
124,2691152,2023-08-19,South Carolina,Orangeburg,300 College Ave,South Carolina State University,0,0,0,0,1,,33.4918203,-80.8556476
125,2691157,2023-08-19,South Carolina,Orangeburg,300 College Ave,South Carolina State University,0,0,0,0,1,,33.4918203,-80.8556476
126,2691148,2023-08-19,South Carolina,Orangeburg,Geathers St,South Carolina State University,0,0,0,0,1,,33.4918203,-80.8556476
127,2687314,2023-08-18,Indiana,Indianapolis,1500 E Michigan St,Arsenal Technical High School,0,0,0,0,1,,39.7683331,-86.1583502
128,2684781,2023-08-18,Ohio,Canal Winchester,300 Washington St,Canal Winchester High School,0,0,0,0,3,,39.8428215,-82.805646
129,2685423,2023-08-18,Tennessee,Nashville,1800 Stratford Ave,Stratford High School,0,0,0,0,1,,36.1622767,-86.7742984
130,2685344,2023-08-18,Georgia,Jonesboro,1055 Battle Creek Rd,Tara Stadium,0,1,0,0,0,,33.5215013,-84.3538128
131,2691234,2023-08-18,California,Simi Valley,1402 Royal Ave,Royal High School,0,0,0,0,1,,34.2677404,-118.7538071
132,2684343,2023-08-18,South Carolina,Cheraw,1010 W Greene St,Long Middle School,0,0,0,0,1,,34.6976564,-79.8833971
133,2685465,2023-08-18,Florida,Jacksonville,590 Duval Station Rd,First Coast High School,0,0,0,1,0,,30.3321838,-81.655651
134,2684319,2023-08-18,Georgia,Columbus,38 Clearview Cir,LeNoir Hall Annex,1,0,1,0,0,,32.4610708,-84.9880449
135,2686726,2023-08-18,South Carolina,Summerville,850 S Magnolia St,John McKissick Field at Memorial Stadium,0,0,0,0,1,,33.0186699,-80.1762704
136,2685802,2023-08-18,California,Rancho Cucamonga,13500 Victoria St,Etiwanda High School,0,1,0,0,0,,34.1033192,-117.5751735
137,2684001,2023-08-17,Texas,Midland,906 W Illinois Ave,Midland High School,0,0,0,0,1,,31.83688,-102.0103767
138,2702845,2023-08-17,North Carolina,Statesville,213 Warrior Dr,West Iredell High School,0,0,0,0,1,,35.7826363,-80.8872959
139,2683400,2023-08-17,Indiana,Indianapolis,1500 E Michigan St,Arsenal Tech High School,0,0,0,0,1,,39.7683331,-86.1583502
140,2683377,2023-08-17,Indiana,Frankfort,1 S Maish Rd,Frankfort High School,0,0,0,0,1,,40.2797657,-86.5108244
141,2691162,2023-08-17,South Carolina,Roebuck,1050 Cavalier Way,Dorman High School,0,0,0,0,0,,34.8795683,-81.9662139
142,2683959,2023-08-16,Texas,Humble,13300 Will Clayton Pkwy,Atascocita High School,0,0,0,0,2,,29.9988312,-95.2621553
143,2682761,2023-08-16,Texas,Rosharon,801 Caldwell Ranch Blvd,Crawford High School,0,0,0,0,1,,29.3521203,-95.460341
144,2683979,2023-08-16,Texas,Sugar Land,550 Dulles Ave,Dulles High School,0,0,0,0,1,,29.6196787,-95.6349463
145,2682566,2023-08-16,Georgia,Augusta,1701 15th St,T. W. Josey High School,0,1,0,0,1,,33.4709714,-81.9748429
146,2686744,2023-08-16,Arkansas,Fort Smith,2301 N B St,Northside High School,0,0,0,0,1,,35.3880338,-94.4265011
147,2681942,2023-08-15,Pennsylvania,Philadelphia,700 block of S 42nd St,Saint Joseph's University,0,1,0,0,0,,39.9527237,-75.1635262
148,2682023,2023-08-15,Texas,San Antonio,1200 block of Enrique Barrera Pkwy,,0,0,0,0,0,,29.4246002,-98.4951405
149,2683386,2023-08-15,Indiana,Indianapolis,9500 E 16th St,Warren Central High School,0,0,0,0,1,,39.7683331,-86.1583502
150,2684205,2023-08-15,Illinois,Paris,437 W Washington St,Carolyn Wenz Elementary School,0,0,0,0,3,,39.611146,-87.6961374
151,2696985,2023-08-14,Kentucky,Waynesburg,75 Tick Ridge Rd,Highland Elementary School,0,0,0,0,1,,37.3328559,-84.6716111
152,2680971,2023-08-14,Tennessee,Nashville,110 Gallatin Ave,East High School,0,0,0,0,1,,36.1622767,-86.7742984
153,2681239,2023-08-11,North Carolina,Greensboro,1200 Lincoln St,James B. Dudley High School,0,0,0,0,2,,36.0726355,-79.7919754
154,2678199,2023-08-10,Tennessee,Cordova,1800 Berryhill Rd,Cordova High School,0,0,0,0,4,,35.1556451,-89.7761955
155,2677668,2023-08-10,Indiana,Indianapolis,1801 E 86th St,North Central High School,0,0,0,0,1,,39.7683331,-86.1583502
156,2699341,2023-08-10,North Carolina,Statesville,213 Warrior Dr,West Iredell High School,0,0,0,0,0,,35.7826363,-80.8872959
157,2677159,2023-08-10,Arizona,Phoenix,3921 W Baseline Rd,Cesar Chavez High School,0,0,0,0,1,,33.4484367,-112.074141
158,2676410,2023-08-09,Indiana,Whiteland (New Whiteland),900 Sawmill Rd,Break-O-Day Elementary School,0,0,0,0,1,,39.5497532,-86.0942517
159,2676437,2023-08-09,Indiana,Lawrenceburg,100 Tiger Blvd,Lawrenceburg High School,0,0,0,0,1,,39.090891,-84.8499504
160,2674943,2023-08-08,Texas,Mesquite,3300 E Cartwright Rd,John Horn High School,0,0,0,0,1,,32.7666103,-96.599472
161,2681107,2023-08-07,Texas,Mesquite,3300 E Cartwright Rd,Horn High School,0,0,0,0,1,,32.7666103,-96.599472
162,2674588,2023-08-05,Illinois,Evanston,2424 Lake St,Dr. Martin Luther King Jr. Literary and Fine Arts School,0,0,0,0,0,,42.0470043,-87.6846053
163,2673722,2023-08-04,Tennessee,Memphis,415 State St,University of Memphis,0,0,0,0,0,,35.1460249,-90.0517638
164,2674128,2023-08-04,Maryland,Upper Marlboro,505 Largo Rd,Largo High School,0,0,0,0,1,,38.8162451,-76.751708
165,2672629,2023-08-03,California,Oakley,1050 Neroly Rd,Freedom High School,0,0,0,0,1,,37.9974219,-121.7124536
166,2670782,2023-08-02,Georgia,Covington,11649 Bypass Rd,Middle Ridge Elementary School,0,0,0,0,0,,33.5966005,-83.8598742
167,2670404,2023-07-31,Indiana,Indianapolis,1500 E Michigan St,Arsenal Technical High School,0,0,0,0,1,,39.7683331,-86.1583502
168,2668383,2023-07-31,Tennessee,Memphis,390 S White Station Rd,Margolin Hebrew Academy,0,0,0,1,0,,35.1460249,-90.0517638
169,2667666,2023-07-27,New York,Mount Vernon,100 California Rd,Mount Vernon High School,0,0,0,0,1,,40.9125085,-73.8386504
170,2663163,2023-07-25,Tennessee,Memphis,778 Parkrose Rd,Freedom Preparatory Academy,0,1,0,0,0,,35.1460249,-90.0517638
171,2660496,2023-07-22,Georgia,Athens,S Jackson St and Fulton St,University of Georgia - Athens,0,1,0,0,2,,33.9597677,-83.376398
172,2658560,2023-07-19,Nebraska,Lincoln,Salt Creek Roadway and N 14th St,University of Nebraska-Lincoln,0,0,0,0,0,,40.8088861,-96.7077751
173,2656757,2023-07-13,Wisconsin,Milwaukee,8400 W Burleigh St,Milwaukee School of Languages,0,0,0,0,1,,43.0349931,-87.922497
174,2651532,2023-07-13,District of Columbia,Washington,600 block of Bryant St NW,Howard University Campus,1,0,0,0,1,,38.8950368,-77.0365427
175,2653242,2023-07-11,Virginia,Gloucester,6099 T C Walker Rd,Thomas Calhoun Walker Education Center,0,0,0,0,4,,37.4452288,-76.5594479
176,2648691,2023-07-10,Maryland,Capitol Heights,200 Cabin Branch Rd,Central High School,0,0,0,0,1,,38.8849913,-76.9134765
177,2643757,2023-07-05,District of Columbia,Washington,620 Michigan Ave NE,Catholic University of America,1,0,0,0,1,,38.8950368,-77.0365427
178,2645787,2023-07-02,New York,Albany,391 Western Ave,LaSalle School,0,0,0,0,1,,42.6511674,-73.754968
179,2635020,2023-06-23,New Mexico,Albuquerque,721 Tomasita St NE,Kennedy Middle School,0,1,0,0,1,,35.0841034,-106.650985
180,2627627,2023-06-16,Massachusetts,Boston,55 Malcolm X Blvd,John D. O'Bryant School of Mathematics and Science,0,0,0,0,1,,42.3554334,-71.060511
181,2627865,2023-06-15,Louisiana,Shreveport,5939 Old Mooringsport Rd,Northwood High School,0,0,0,0,1,,32.5135356,-93.7477839
182,2625692,2023-06-13,Massachusetts,Quincy,875 Hancock St,Central Middle School,0,0,0,0,0,,42.2509914,-71.0037374
183,2625367,2023-06-12,New York,Freeport,50 S Brookside Ave,Freeport High School,0,0,0,0,1,,40.6576071,-73.5835826
184,2621053,2023-06-09,District of Columbia,Washington,3264 Stanton Rd SE,Turner Elementary School,0,1,0,0,0,,38.8950368,-77.0365427
185,2620907,2023-06-09,Maryland,Bowie (Mitchellville),2112 Church Rd,Non-Traditional Program 9-12 North,0,0,0,0,1,,,
186,2620379,2023-06-08,Pennsylvania,Uniontown,146 E Fayette St,Uniontown Area High School,0,0,0,0,0,,39.900076,-79.7164326
187,2619530,2023-06-07,Texas,San Antonio,7618 E Evans Rd,Veterans Memorial High School,0,0,0,0,2,,29.4246002,-98.4951405
188,2619238,2023-06-07,Wisconsin,Milwaukee,N 15th St and W Meinecke Ave,,0,0,0,0,0,,43.0349931,-87.922497
189,2618525,2023-06-06,Pennsylvania,Philadelphia,4300 Tacony St,First Philadelphia Preparatory Charter School,0,0,0,0,1,,39.9527237,-75.1635262
190,2618358,2023-06-06,Virginia,Richmond,6 N Laurel St,Virginia Commonwealth University - Altria Theater,2,5,0,0,1,,37.5385087,-77.43428
191,2617497,2023-06-05,Utah,Salt Lake City,2166 S 1700 E,Highland High School,0,0,0,0,2,,40.7596198,-111.886797
192,2617124,2023-06-05,Michigan,Warren,31300 Ryan Rd,Michigan Collegiate High School,0,0,0,0,1,,42.4932575,-83.0062746
193,2618343,2023-06-02,Wisconsin,Madison,702 Pflaum Rd,La Follette High School,0,0,0,0,1,,43.074761,-89.3837613
194,2616067,2023-06-02,California,San Mateo,506 N Delaware St,San Mateo High School,0,0,0,0,2,,37.496904,-122.3330573
195,2614659,2023-06-02,New York,Staten Island,101 Belmont Pl,Ralph R. McKee Career and Technical Education High School,0,0,0,0,1,,40.5834557,-74.1496048
196,2639325,2023-06-01,Michigan,Bridgeport,4691 Bear Cat Blvd,Bridgeport High School,0,0,0,0,1,,43.3594696,-83.8816364
197,2614603,2023-05-31,California,Menifee,28100 Calm Horizon Dr,Ethan Chase Middle School,0,0,0,0,1,,33.6864432,-117.1770437
198,2613532,2023-05-31,Virginia,Richmond,6901 Messer Rd,John Rolfe Middle School,0,0,0,0,1,,37.5385087,-77.43428
199,2617161,2023-05-31,Michigan,Harper Woods,20225 Beaconsfield St,Harper Woods High School,0,0,0,0,1,,42.4333367,-82.9238847
200,2613950,2023-05-31,Indiana,Columbia City,1692 IN-9,Indian Springs Middle School,0,0,0,0,0,,41.156928,-85.4884616
201,2608980,2023-05-26,Texas,San Antonio,14800 Judson Rd,Wood Middle School,0,0,0,0,1,,29.4246002,-98.4951405
202,2609942,2023-05-26,California,Moreno Valley,17750 Lasselle St,Rancho Verde High School,0,0,0,0,1,,33.937517,-117.2305944
